filepath,breed
data/raw/afghan_hound/0004.jpg,afghan_hound
data/raw/afghan_hound/0028.jpg,afghan_hound
data/raw/afghan_hound/0014.jpg,afghan_hound
data/raw/afghan_hound/0015.jpg,afghan_hound
data/raw/afghan_hound/0001.jpg,afghan_hound
data/raw/afghan_hound/0029.jpg,afghan_hound
data/raw/afghan_hound/0017.jpg,afghan_hound
data/raw/afghan_hound/0003.jpg,afghan_hound
data/raw/afghan_hound/0002.jpg,afghan_hound
data/raw/afghan_hound/0016.jpg,afghan_hound
data/raw/afghan_hound/0033.jpg,afghan_hound
data/raw/afghan_hound/0027.jpg,afghan_hound
data/raw/afghan_hound/0026.jpg,afghan_hound
data/raw/afghan_hound/0032.jpg,afghan_hound
data/raw/afghan_hound/0024.jpg,afghan_hound
data/raw/afghan_hound/0030.jpg,afghan_hound
data/raw/afghan_hound/0018.jpg,afghan_hound
data/raw/afghan_hound/0019.jpg,afghan_hound
data/raw/afghan_hound/0031.jpg,afghan_hound
data/raw/afghan_hound/0025.jpg,afghan_hound
data/raw/afghan_hound/0009.jpg,afghan_hound
data/raw/afghan_hound/0021.jpg,afghan_hound
data/raw/afghan_hound/0035.jpg,afghan_hound
data/raw/african_hunting_dog/0012.jpg,african_hunting_dog
data/raw/african_hunting_dog/0006.jpg,african_hunting_dog
data/raw/african_hunting_dog/0007.jpg,african_hunting_dog
data/raw/african_hunting_dog/0013.jpg,african_hunting_dog
data/raw/african_hunting_dog/0005.jpg,african_hunting_dog
data/raw/african_hunting_dog/0011.jpg,african_hunting_dog
data/raw/african_hunting_dog/0039.jpg,african_hunting_dog
data/raw/african_hunting_dog/0038.jpg,african_hunting_dog
data/raw/african_hunting_dog/0010.jpg,african_hunting_dog
data/raw/african_hunting_dog/0004.jpg,african_hunting_dog
data/raw/african_hunting_dog/0028.jpg,african_hunting_dog
data/raw/african_hunting_dog/0014.jpg,african_hunting_dog
data/raw/african_hunting_dog/0015.jpg,african_hunting_dog
data/raw/african_hunting_dog/0001.jpg,african_hunting_dog
data/raw/african_hunting_dog/0029.jpg,african_hunting_dog
data/raw/african_hunting_dog/0017.jpg,african_hunting_dog
data/raw/african_hunting_dog/0003.jpg,african_hunting_dog
data/raw/african_hunting_dog/0002.jpg,african_hunting_dog
data/raw/african_hunting_dog/0016.jpg,african_hunting_dog
data/raw/african_hunting_dog/0033.jpg,african_hunting_dog
data/raw/african_hunting_dog/0027.jpg,african_hunting_dog
data/raw/african_hunting_dog/0026.jpg,african_hunting_dog
data/raw/african_hunting_dog/0032.jpg,african_hunting_dog
data/raw/african_hunting_dog/0024.jpg,african_hunting_dog
data/raw/african_hunting_dog/0030.jpg,african_hunting_dog
data/raw/african_hunting_dog/0018.jpg,african_hunting_dog
data/raw/african_hunting_dog/0019.jpg,african_hunting_dog
data/raw/african_hunting_dog/0031.jpg,african_hunting_dog
data/raw/african_hunting_dog/0025.jpg,african_hunting_dog
data/raw/african_hunting_dog/0009.jpg,african_hunting_dog
data/raw/african_hunting_dog/0021.jpg,african_hunting_dog
data/raw/african_hunting_dog/0035.jpg,african_hunting_dog
data/raw/airedale_terrier/0012.jpg,airedale_terrier
data/raw/airedale_terrier/0006.jpg,airedale_terrier
data/raw/airedale_terrier/0007.jpg,airedale_terrier
data/raw/airedale_terrier/0013.jpg,airedale_terrier
data/raw/airedale_terrier/0005.jpg,airedale_terrier
data/raw/airedale_terrier/0011.jpg,airedale_terrier
data/raw/airedale_terrier/0039.jpg,airedale_terrier
data/raw/airedale_terrier/0038.jpg,airedale_terrier
data/raw/airedale_terrier/0010.jpg,airedale_terrier
data/raw/airedale_terrier/0004.jpg,airedale_terrier
data/raw/airedale_terrier/0028.jpg,airedale_terrier
data/raw/airedale_terrier/0014.jpg,airedale_terrier
data/raw/airedale_terrier/0015.jpg,airedale_terrier
data/raw/airedale_terrier/0001.jpg,airedale_terrier
data/raw/airedale_terrier/0029.jpg,airedale_terrier
data/raw/airedale_terrier/0017.jpg,airedale_terrier
data/raw/airedale_terrier/0003.jpg,airedale_terrier
data/raw/airedale_terrier/0002.jpg,airedale_terrier
data/raw/airedale_terrier/0016.jpg,airedale_terrier
data/raw/airedale_terrier/0033.jpg,airedale_terrier
data/raw/airedale_terrier/0027.jpg,airedale_terrier
data/raw/airedale_terrier/0026.jpg,airedale_terrier
data/raw/airedale_terrier/0032.jpg,airedale_terrier
data/raw/airedale_terrier/0024.jpg,airedale_terrier
data/raw/airedale_terrier/0030.jpg,airedale_terrier
data/raw/airedale_terrier/0018.jpg,airedale_terrier
data/raw/airedale_terrier/0019.jpg,airedale_terrier
data/raw/airedale_terrier/0031.jpg,airedale_terrier
data/raw/airedale_terrier/0025.jpg,airedale_terrier
data/raw/airedale_terrier/0009.jpg,airedale_terrier
data/raw/airedale_terrier/0021.jpg,airedale_terrier
data/raw/airedale_terrier/0035.jpg,airedale_terrier
data/raw/american_staffordshire_terrier/0012.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0006.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0007.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0013.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0005.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0011.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0039.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0038.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0010.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0004.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0028.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0014.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0015.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0001.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0029.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0017.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0003.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0002.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0016.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0033.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0027.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0026.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0032.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0024.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0030.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0018.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0019.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0031.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0025.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0009.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0021.jpg,american_staffordshire_terrier
data/raw/american_staffordshire_terrier/0035.jpg,american_staffordshire_terrier
data/raw/appenzeller_sennenhund/0012.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0006.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0007.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0013.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0005.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0011.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0039.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0038.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0010.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0004.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0028.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0014.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0015.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0001.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0029.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0017.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0003.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0002.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0016.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0033.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0027.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0026.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0032.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0024.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0030.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0018.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0019.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0031.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0025.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0009.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0021.jpg,appenzeller_sennenhund
data/raw/appenzeller_sennenhund/0035.jpg,appenzeller_sennenhund
data/raw/australian_terrier/0012.jpg,australian_terrier
data/raw/australian_terrier/0006.jpg,australian_terrier
data/raw/australian_terrier/0007.jpg,australian_terrier
data/raw/australian_terrier/0013.jpg,australian_terrier
data/raw/australian_terrier/0005.jpg,australian_terrier
data/raw/australian_terrier/0011.jpg,australian_terrier
data/raw/australian_terrier/0039.jpg,australian_terrier
data/raw/australian_terrier/0038.jpg,australian_terrier
data/raw/australian_terrier/0010.jpg,australian_terrier
data/raw/australian_terrier/0004.jpg,australian_terrier
data/raw/australian_terrier/0028.jpg,australian_terrier
data/raw/australian_terrier/0014.jpg,australian_terrier
data/raw/australian_terrier/0015.jpg,australian_terrier
data/raw/australian_terrier/0001.jpg,australian_terrier
data/raw/australian_terrier/0029.jpg,australian_terrier
data/raw/australian_terrier/0017.jpg,australian_terrier
data/raw/australian_terrier/0003.jpg,australian_terrier
data/raw/australian_terrier/0002.jpg,australian_terrier
data/raw/australian_terrier/0016.jpg,australian_terrier
data/raw/australian_terrier/0033.jpg,australian_terrier
data/raw/australian_terrier/0027.jpg,australian_terrier
data/raw/australian_terrier/0026.jpg,australian_terrier
data/raw/australian_terrier/0032.jpg,australian_terrier
data/raw/australian_terrier/0024.jpg,australian_terrier
data/raw/australian_terrier/0030.jpg,australian_terrier
data/raw/australian_terrier/0018.jpg,australian_terrier
data/raw/australian_terrier/0019.jpg,australian_terrier
data/raw/australian_terrier/0031.jpg,australian_terrier
data/raw/australian_terrier/0025.jpg,australian_terrier
data/raw/australian_terrier/0009.jpg,australian_terrier
data/raw/australian_terrier/0021.jpg,australian_terrier
data/raw/australian_terrier/0035.jpg,australian_terrier
data/raw/basenji/0012.jpg,basenji
data/raw/basenji/0006.jpg,basenji
data/raw/basenji/0007.jpg,basenji
data/raw/basenji/0013.jpg,basenji
data/raw/basenji/0005.jpg,basenji
data/raw/basenji/0011.jpg,basenji
data/raw/basenji/0039.jpg,basenji
data/raw/basenji/0038.jpg,basenji
data/raw/basenji/0010.jpg,basenji
data/raw/basenji/0004.jpg,basenji
data/raw/basenji/0028.jpg,basenji
data/raw/basenji/0014.jpg,basenji
data/raw/basenji/0015.jpg,basenji
data/raw/basenji/0001.jpg,basenji
data/raw/basenji/0029.jpg,basenji
data/raw/basenji/0017.jpg,basenji
data/raw/basenji/0003.jpg,basenji
data/raw/basenji/0002.jpg,basenji
data/raw/basenji/0016.jpg,basenji
data/raw/basenji/0033.jpg,basenji
data/raw/basenji/0027.jpg,basenji
data/raw/basenji/0026.jpg,basenji
data/raw/basenji/0032.jpg,basenji
data/raw/basenji/0024.jpg,basenji
data/raw/basenji/0030.jpg,basenji
data/raw/basenji/0018.jpg,basenji
data/raw/basenji/0019.jpg,basenji
data/raw/basenji/0031.jpg,basenji
data/raw/basenji/0025.jpg,basenji
data/raw/basenji/0009.jpg,basenji
data/raw/basenji/0021.jpg,basenji
data/raw/basenji/0035.jpg,basenji
data/raw/basset_hound/0012.jpg,basset_hound
data/raw/basset_hound/0006.jpg,basset_hound
data/raw/basset_hound/0007.jpg,basset_hound
data/raw/basset_hound/0013.jpg,basset_hound
data/raw/basset_hound/0005.jpg,basset_hound
data/raw/basset_hound/0011.jpg,basset_hound
data/raw/basset_hound/0039.jpg,basset_hound
data/raw/basset_hound/0038.jpg,basset_hound
data/raw/basset_hound/0010.jpg,basset_hound
data/raw/basset_hound/0004.jpg,basset_hound
data/raw/basset_hound/0028.jpg,basset_hound
data/raw/basset_hound/0014.jpg,basset_hound
data/raw/basset_hound/0015.jpg,basset_hound
data/raw/basset_hound/0001.jpg,basset_hound
data/raw/basset_hound/0029.jpg,basset_hound
data/raw/basset_hound/0017.jpg,basset_hound
data/raw/basset_hound/0003.jpg,basset_hound
data/raw/basset_hound/0002.jpg,basset_hound
data/raw/basset_hound/0016.jpg,basset_hound
data/raw/basset_hound/0033.jpg,basset_hound
data/raw/basset_hound/0027.jpg,basset_hound
data/raw/basset_hound/0026.jpg,basset_hound
data/raw/basset_hound/0032.jpg,basset_hound
data/raw/basset_hound/0024.jpg,basset_hound
data/raw/basset_hound/0030.jpg,basset_hound
data/raw/basset_hound/0018.jpg,basset_hound
data/raw/basset_hound/0019.jpg,basset_hound
data/raw/basset_hound/0031.jpg,basset_hound
data/raw/basset_hound/0025.jpg,basset_hound
data/raw/basset_hound/0009.jpg,basset_hound
data/raw/basset_hound/0021.jpg,basset_hound
data/raw/basset_hound/0035.jpg,basset_hound
data/raw/beagle/0012.jpg,beagle
data/raw/beagle/0006.jpg,beagle
data/raw/beagle/0007.jpg,beagle
data/raw/beagle/0013.jpg,beagle
data/raw/beagle/0005.jpg,beagle
data/raw/beagle/0011.jpg,beagle
data/raw/beagle/0039.jpg,beagle
data/raw/beagle/0038.jpg,beagle
data/raw/beagle/0010.jpg,beagle
data/raw/beagle/0004.jpg,beagle
data/raw/beagle/0028.jpg,beagle
data/raw/beagle/0014.jpg,beagle
data/raw/beagle/0015.jpg,beagle
data/raw/beagle/0001.jpg,beagle
data/raw/beagle/0029.jpg,beagle
data/raw/beagle/0017.jpg,beagle
data/raw/beagle/0003.jpg,beagle
data/raw/beagle/0002.jpg,beagle
data/raw/beagle/0016.jpg,beagle
data/raw/beagle/0033.jpg,beagle
data/raw/beagle/0027.jpg,beagle
data/raw/beagle/0026.jpg,beagle
data/raw/beagle/0032.jpg,beagle
data/raw/beagle/0024.jpg,beagle
data/raw/beagle/0030.jpg,beagle
data/raw/beagle/0018.jpg,beagle
data/raw/beagle/0019.jpg,beagle
data/raw/beagle/0031.jpg,beagle
data/raw/beagle/0025.jpg,beagle
data/raw/beagle/0009.jpg,beagle
data/raw/beagle/0021.jpg,beagle
data/raw/beagle/0035.jpg,beagle
data/raw/bedlington_terrier/0012.jpg,bedlington_terrier
data/raw/bedlington_terrier/0006.jpg,bedlington_terrier
data/raw/bedlington_terrier/0007.jpg,bedlington_terrier
data/raw/bedlington_terrier/0013.jpg,bedlington_terrier
data/raw/bedlington_terrier/0005.jpg,bedlington_terrier
data/raw/bedlington_terrier/0011.jpg,bedlington_terrier
data/raw/bedlington_terrier/0039.jpg,bedlington_terrier
data/raw/bedlington_terrier/0038.jpg,bedlington_terrier
data/raw/bedlington_terrier/0010.jpg,bedlington_terrier
data/raw/bedlington_terrier/0004.jpg,bedlington_terrier
data/raw/bedlington_terrier/0028.jpg,bedlington_terrier
data/raw/bedlington_terrier/0014.jpg,bedlington_terrier
data/raw/bedlington_terrier/0015.jpg,bedlington_terrier
data/raw/bedlington_terrier/0001.jpg,bedlington_terrier
data/raw/bedlington_terrier/0029.jpg,bedlington_terrier
data/raw/bedlington_terrier/0017.jpg,bedlington_terrier
data/raw/bedlington_terrier/0002.jpg,bedlington_terrier
data/raw/bedlington_terrier/0016.jpg,bedlington_terrier
data/raw/bedlington_terrier/0033.jpg,bedlington_terrier
data/raw/bedlington_terrier/0027.jpg,bedlington_terrier
data/raw/bedlington_terrier/0026.jpg,bedlington_terrier
data/raw/bedlington_terrier/0032.jpg,bedlington_terrier
data/raw/bedlington_terrier/0024.jpg,bedlington_terrier
data/raw/bedlington_terrier/0030.jpg,bedlington_terrier
data/raw/bedlington_terrier/0018.jpg,bedlington_terrier
data/raw/bedlington_terrier/0019.jpg,bedlington_terrier
data/raw/bedlington_terrier/0031.jpg,bedlington_terrier
data/raw/bedlington_terrier/0009.jpg,bedlington_terrier
data/raw/bedlington_terrier/0021.jpg,bedlington_terrier
data/raw/bedlington_terrier/0035.jpg,bedlington_terrier
data/raw/bernese_mountain_dog/0012.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0006.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0007.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0013.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0005.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0011.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0039.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0038.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0010.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0004.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0028.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0014.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0015.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0001.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0029.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0017.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0003.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0002.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0016.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0033.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0027.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0026.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0032.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0024.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0030.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0018.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0019.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0031.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0025.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0009.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0021.jpg,bernese_mountain_dog
data/raw/bernese_mountain_dog/0035.jpg,bernese_mountain_dog
data/raw/black_and_tan_coonhound/0012.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0006.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0007.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0013.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0005.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0011.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0039.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0038.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0010.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0004.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0028.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0014.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0015.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0001.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0029.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0017.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0003.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0002.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0016.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0033.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0027.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0026.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0032.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0024.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0030.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0018.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0019.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0031.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0025.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0009.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0021.jpg,black_and_tan_coonhound
data/raw/black_and_tan_coonhound/0035.jpg,black_and_tan_coonhound
data/raw/blenheim_spaniel/0012.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0006.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0007.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0013.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0005.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0011.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0039.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0038.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0010.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0004.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0028.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0014.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0015.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0001.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0029.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0017.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0003.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0002.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0016.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0033.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0027.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0026.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0032.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0024.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0030.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0018.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0019.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0031.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0025.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0009.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0021.jpg,blenheim_spaniel
data/raw/blenheim_spaniel/0035.jpg,blenheim_spaniel
data/raw/bloodhound/0012.jpg,bloodhound
data/raw/bloodhound/0006.jpg,bloodhound
data/raw/bloodhound/0007.jpg,bloodhound
data/raw/bloodhound/0013.jpg,bloodhound
data/raw/bloodhound/0005.jpg,bloodhound
data/raw/bloodhound/0011.jpg,bloodhound
data/raw/bloodhound/0039.jpg,bloodhound
data/raw/bloodhound/0038.jpg,bloodhound
data/raw/bloodhound/0010.jpg,bloodhound
data/raw/bloodhound/0004.jpg,bloodhound
data/raw/bloodhound/0028.jpg,bloodhound
data/raw/bloodhound/0014.jpg,bloodhound
data/raw/bloodhound/0015.jpg,bloodhound
data/raw/bloodhound/0001.jpg,bloodhound
data/raw/bloodhound/0029.jpg,bloodhound
data/raw/bloodhound/0017.jpg,bloodhound
data/raw/bloodhound/0003.jpg,bloodhound
data/raw/bloodhound/0002.jpg,bloodhound
data/raw/bloodhound/0016.jpg,bloodhound
data/raw/bloodhound/0033.jpg,bloodhound
data/raw/bloodhound/0027.jpg,bloodhound
data/raw/bloodhound/0026.jpg,bloodhound
data/raw/bloodhound/0032.jpg,bloodhound
data/raw/bloodhound/0024.jpg,bloodhound
data/raw/bloodhound/0030.jpg,bloodhound
data/raw/bloodhound/0018.jpg,bloodhound
data/raw/bloodhound/0019.jpg,bloodhound
data/raw/bloodhound/0031.jpg,bloodhound
data/raw/bloodhound/0025.jpg,bloodhound
data/raw/bloodhound/0009.jpg,bloodhound
data/raw/bloodhound/0021.jpg,bloodhound
data/raw/bloodhound/0035.jpg,bloodhound
data/raw/bluetick_coonhound/0012.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0006.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0007.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0013.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0005.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0011.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0039.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0038.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0010.jpg,bluetick_coonhound
data/raw/bluetick_coonhound/0004.jpg,bluetick_coonhound
